restaurant_name,link,price_class,price_range,category,michelin,ranking,avg_rating,food_rating,service_rating,value_rating,atmosphere_rating,review_count,rate5_count,rate4_count,rate3_count,rate2_count,rate1_count
Lito's Empanadas,https://www.tripadvisor.com/Restaurant_Review-g35805-d966922-Reviews-Lito_s_Empanadas-Chicago_Illinois.html,1,[],"['Quick Bites', 'Latin', 'Spanish']",FALSE,274,4,NA,NA,NA,NA,20,10,7,2,1,0
Johnny's Beef & Gyros - Lincoln Park,https://www.tripadvisor.com/Restaurant_Review-g35805-d7274116-Reviews-Johnny_s_Beef_Gyros_Lincoln_Park-Chicago_Illinois.html,1,[],['Greek'],FALSE,27,4,NA,NA,NA,NA,18,10,4,2,0,0
Sushi Para II  ,https://www.tripadvisor.com/Restaurant_Review-g35805-d2686980-Reviews-Sushi_Para_II-Chicago_Illinois.html,2.5,[],"['Japanese', 'Sushi', 'Asian']",FALSE,76,3,3.5,3.5,4,4,37,7,13,6,2,3
The Bagelers Coffeehouse,https://www.tripadvisor.com/Restaurant_Review-g35805-d8854595-Reviews-The_Bagelers_Coffeehouse-Chicago_Illinois.html,1,"[3, 15]","['Bakeries', 'American', 'Cafe']",FALSE,48,4,NA,NA,NA,NA,14,9,2,2,0,0
Mayan Palace Mexican Cuisine,https://www.tripadvisor.com/Restaurant_Review-g35805-d430802-Reviews-Mayan_Palace_Mexican_Cuisine-Chicago_Illinois.html,2.5,[],"['Mexican', 'Latin', 'Spanish']",FALSE,102,4,4.5,5,4,4,26,12,7,3,1,1
Cedar Palace,https://www.tripadvisor.com/Restaurant_Review-g35805-d14086589-Reviews-Cedar_Palace-Chicago_Illinois.html,2.5,[],"['Lebanese', 'Mediterranean', 'Middle Eastern']",FALSE,12,4,NA,NA,NA,NA,10,8,1,1,0,0
Nine Thai Restaurant,https://www.tripadvisor.com/Restaurant_Review-g35805-d11705600-Reviews-Nine_Thai_Restaurant-Chicago_Illinois.html,2.5,[],"['Asian', 'Thai']",FALSE,216,4,NA,NA,NA,NA,11,6,5,0,0,0
Bobby’s Lincoln Park,https://www.tripadvisor.com/Restaurant_Review-g35805-d15602282-Reviews-Bobby_s_Lincoln_Park-Chicago_Illinois.html,2.5,[],['American'],FALSE,853,4,NA,NA,NA,NA,10,8,0,2,0,0
Millie's Supper Club,https://www.tripadvisor.com/Restaurant_Review-g35805-d10212755-Reviews-Millie_s_Supper_Club-Chicago_Illinois.html,2.5,[],"['American', 'Bar', 'Pub']",FALSE,855,4,NA,NA,NA,NA,24,8,10,5,1,0
Jeni's Splendid Ice Creams,https://www.tripadvisor.com/Restaurant_Review-g35805-d11902278-Reviews-Jeni_s_Splendid_Ice_Creams-Chicago_Illinois.html,1,"[5, 10]","['Dessert', 'American', 'Asian']",FALSE,87,4,NA,NA,NA,NA,15,12,0,1,1,1
Dee's Restaurant,https://www.tripadvisor.com/Restaurant_Review-g35805-d479912-Reviews-Dee_s_Restaurant-Chicago_Illinois.html,2.5,[],"['Chinese', 'Asian', 'Szechuan']",FALSE,58,4,4.5,4,4,4,30,17,6,3,3,1
Gaslight Bar & Grille,https://www.tripadvisor.com/Restaurant_Review-g35805-d522342-Reviews-Gaslight_Bar_Grille-Chicago_Illinois.html,2.5,[],"['American', 'Bar', 'Pub']",FALSE,857,4,4,4,3.5,3.5,24,9,9,2,1,1
Fiesta Mexicana,https://www.tripadvisor.com/Restaurant_Review-g35805-d430810-Reviews-Fiesta_Mexicana-Chicago_Illinois.html,2.5,[],['Mexican'],FALSE,111,4,4,4.5,4,4,27,9,10,5,1,1
Dog Haus,https://www.tripadvisor.com/Restaurant_Review-g35805-d13820519-Reviews-Dog_Haus-Chicago_Illinois.html,2.5,"[8, 15]","['American', 'Bar', 'Fast Food']",FALSE,866,4,NA,NA,NA,NA,14,6,3,4,0,0
Dog Haus,https://www.tripadvisor.com/Restaurant_Review-g35805-d10342787-Reviews-Burnt_City_Brewing-Chicago_Illinois.html,2.5,"[8, 15]","['American', 'Bar', 'Fast Food']",FALSE,866,4,NA,NA,NA,NA,14,6,3,4,0,0
Colectivo Coffee,https://www.tripadvisor.com/Restaurant_Review-g35805-d12618441-Reviews-Colectivo_Coffee-Chicago_Illinois.html,2.5,[],"['Cafe', 'Vegetarian Friendly']",FALSE,76,4,NA,NA,NA,NA,22,11,5,1,1,1
Epic Burger,https://www.tripadvisor.com/Restaurant_Review-g35805-d1815434-Reviews-Epic_Burger-Chicago_Illinois.html,1,"[6, 12]","['Quick Bites', 'American', 'Fast Food']",FALSE,301,4,4,4,3.5,3.5,30,6,11,6,1,1
Taco & Burrito Palace,https://www.tripadvisor.com/Restaurant_Review-g35805-d2456308-Reviews-Taco_Burrito_Palace-Chicago_Illinois.html,1,[],"['Mexican', 'Latin', 'Spanish']",FALSE,116,5,NA,NA,NA,NA,12,10,2,0,0,0
The Dog Joint,https://www.tripadvisor.com/Restaurant_Review-g35805-d1727127-Reviews-The_Dog_Joint-Chicago_Illinois.html,1,[],"['Quick Bites', 'American', 'Fast Food']",FALSE,310,4,NA,NA,NA,NA,26,17,5,0,1,3
Austrian Bakery,https://www.tripadvisor.com/Restaurant_Review-g35805-d1969227-Reviews-Austrian_Bakery-Chicago_Illinois.html,0,[],"['Austrian', 'Cafe', 'European']",FALSE,57,4,4.5,4,4.5,4.5,22,10,8,1,2,0
1959 Kitchen & Bar,https://www.tripadvisor.com/Restaurant_Review-g35805-d10139205-Reviews-1959_Kitchen_Bar-Chicago_Illinois.html,2.5,"[6, 15]","['American', 'Bar', 'Pub']",FALSE,911,4,NA,NA,NA,NA,37,13,10,8,4,2
Lincoln Station,https://www.tripadvisor.com/Restaurant_Review-g35805-d472633-Reviews-Lincoln_Station-Chicago_Illinois.html,2.5,"[5, 10]","['American', 'Bar', 'Pub']",FALSE,919,4,4.5,4.5,4,4,22,7,10,4,0,1
Tea Gschwendner,https://www.tripadvisor.com/Restaurant_Review-g35805-d6581235-Reviews-Tea_Gschwendner-Chicago_Illinois.html,2.5,[],[],FALSE,1,5,NA,NA,NA,NA,10,9,1,0,0,0
Le Pain Quotidien,https://www.tripadvisor.com/Restaurant_Review-g35805-d6773396-Reviews-Le_Pain_Quotidien-Chicago_Illinois.html,2.5,[],['Cafe'],FALSE,243,3,NA,NA,NA,NA,36,8,10,8,1,3
Castaways,https://www.tripadvisor.com/Restaurant_Review-g35805-d4194561-Reviews-Castaways-Chicago_Illinois.html,1,[],"['Bar', 'Pub']",FALSE,409,3,NA,NA,NA,NA,40,7,18,8,1,4
Insomnia Cookies,https://www.tripadvisor.com/Restaurant_Review-g35805-d7274117-Reviews-Insomnia_Cookies-Chicago_Illinois.html,1,[],['Bakeries'],FALSE,61,4,NA,NA,NA,NA,29,14,7,1,4,2
Cairo Kebab,https://www.tripadvisor.com/Restaurant_Review-g35805-d11958349-Reviews-Cairo_Kebab-Chicago_Illinois.html,2.5,"[7, 20]","['Lebanese', 'Mediterranean', 'Middle Eastern']",FALSE,1,4,NA,NA,NA,NA,14,10,3,1,0,0
Mo's Asian Bistro,https://www.tripadvisor.com/Restaurant_Review-g35805-d10051121-Reviews-Mo_s_Asian_Bistro-Chicago_Illinois.html,2.5,[],"['Chinese', 'Sushi', 'Asian']",FALSE,1,4,NA,NA,NA,NA,11,3,6,2,0,0
The Other Side Bar,https://www.tripadvisor.com/Restaurant_Review-g35805-d4307710-Reviews-The_Other_Side_Bar-Chicago_Illinois.html,1,[],['Pizza'],FALSE,185,4,NA,NA,NA,NA,10,4,4,0,0,0
Duffy's Tavern Grille,https://www.tripadvisor.com/Restaurant_Review-g35805-d479002-Reviews-Duffy_s_Tavern_Grille-Chicago_Illinois.html,2.5,"[6, 17]","['American', 'Bar', 'Pub']",FALSE,965,4,3.5,3.5,4,4,25,7,9,5,3,0
Raj Darbar,https://www.tripadvisor.com/Restaurant_Review-g35805-d527662-Reviews-Raj_Darbar-Chicago_Illinois.html,2.5,"[15, 20]","['Indian', 'Vegetarian Friendly', 'Vegan Options']",FALSE,30,4,4,3,3.5,3.5,29,9,10,6,2,2
CityGrounds Coffee Bar,https://www.tripadvisor.com/Restaurant_Review-g35805-d3645877-Reviews-CityGrounds_Coffee_Bar-Chicago_Illinois.html,1,[],"['Quick Bites', 'Cafe']",FALSE,102,4,NA,NA,NA,NA,12,8,1,3,0,0
Hema's Kitchen,https://www.tripadvisor.com/Restaurant_Review-g35805-d952713-Reviews-Hema_s_Kitchen-Chicago_Illinois.html,2.5,[],"['Indian', 'Vegetarian Friendly', 'Vegan Options']",FALSE,32,3,4,3.5,3.5,3.5,33,6,17,5,2,3
Snow Dragon Shavery,https://www.tripadvisor.com/Restaurant_Review-g35805-d8666303-Reviews-Snow_Dragon_Shavery-Chicago_Illinois.html,1,[],['Dessert'],FALSE,113,4,NA,NA,NA,NA,16,6,5,3,1,1
House of Hunan,https://www.tripadvisor.com/Restaurant_Review-g35805-d479974-Reviews-House_of_Hunan-Chicago_Illinois.html,2.5,[],"['Chinese', 'Hunan', 'Asian']",FALSE,83,4,NA,NA,NA,NA,16,4,2,7,0,1
Sushi O Sushi,https://www.tripadvisor.com/Restaurant_Review-g35805-d430767-Reviews-Sushi_O_Sushi-Chicago_Illinois.html,2.5,[],"['Japanese', 'Sushi', 'Asian']",FALSE,106,4,NA,NA,NA,NA,14,7,2,1,3,0
Noodles & Company,https://www.tripadvisor.com/Restaurant_Review-g35805-d4330140-Reviews-Noodles_Company-Chicago_Illinois.html,0,[],['Asian'],FALSE,105,4,4,4,4,4,15,5,6,1,0,0
Shine Morida Restaurant,https://www.tripadvisor.com/Restaurant_Review-g35805-d526775-Reviews-Shine_Morida_Restaurant-Chicago_Illinois.html,2.5,"[6, 25]","['Chinese', 'Japanese', 'Sushi']",FALSE,87,4,NA,NA,NA,NA,18,5,7,5,1,0
The Sedgwick Stop,https://www.tripadvisor.com/Restaurant_Review-g35805-d6680478-Reviews-The_Sedgwick_Stop-Chicago_Illinois.html,2.5,[],"['Bar', 'Pub', 'Gastropub']",FALSE,460,4,NA,NA,NA,NA,21,8,5,3,3,0
Bird's Nest,https://www.tripadvisor.com/Restaurant_Review-g35805-d472068-Reviews-Bird_s_Nest-Chicago_Illinois.html,1,"[3, 8]",['American'],FALSE,1,4,NA,NA,NA,NA,10,7,1,0,2,0
Mello's Carry Out,https://www.tripadvisor.com/Restaurant_Review-g35805-d902119-Reviews-Mello_s_Carry_Out-Chicago_Illinois.html,1,[],"['Quick Bites', 'Fast Food']",FALSE,366,4,NA,NA,NA,NA,15,4,6,2,0,1
Shore Club Restaurant,https://www.tripadvisor.com/Restaurant_Review-g35805-d12838042-Reviews-Shore_Club_Restaurant-Chicago_Illinois.html,2.5,[],"['Bar', 'Pub']",FALSE,486,3,NA,NA,NA,NA,20,10,3,1,2,4
Rock Wrap & Roll,https://www.tripadvisor.com/Restaurant_Review-g35805-d4196221-Reviews-Rock_Wrap_Roll-Chicago_Illinois.html,0,[],[],FALSE,108,4,NA,NA,NA,NA,10,4,2,1,1,0
Compass Bar,https://www.tripadvisor.com/Restaurant_Review-g35805-d7262807-Reviews-Compass_Bar-Chicago_Illinois.html,2.5,[],['American'],FALSE,1,4,NA,NA,NA,NA,10,2,6,1,1,0
Terry's Toffee,https://www.tripadvisor.com/Restaurant_Review-g35805-d1484916-Reviews-Terry_s_Toffee-Chicago_Illinois.html,2.5,"[8, 69]",[],FALSE,2,4,NA,NA,NA,NA,13,7,5,0,0,1
Shine,https://www.tripadvisor.com/Restaurant_Review-g35805-d805652-Reviews-Shine-Chicago_Illinois.html,2.5,"[10, 15]","['Japanese', 'Sushi', 'Asian']",FALSE,123,4,NA,NA,NA,NA,11,5,3,2,0,1
Ringo,https://www.tripadvisor.com/Restaurant_Review-g35805-d430908-Reviews-Ringo-Chicago_Illinois.html,2.5,"[20, 30]","['Japanese', 'Sushi', 'Asian']",FALSE,124,4,4,4,4,4,13,3,4,4,0,0
Clarke's Pancake House,https://www.tripadvisor.com/Restaurant_Review-g35805-d430793-Reviews-Clarke_s_Pancake_House-Chicago_Illinois.html,2.5,[],"['American', 'Diner']",FALSE,1,4,3.5,3.5,4,4,12,3,5,3,0,1
McGee's,https://www.tripadvisor.com/Restaurant_Review-g35805-d4205358-Reviews-McGee_s-Chicago_Illinois.html,2.5,[],"['Bar', 'Pub']",FALSE,527,4,NA,NA,NA,NA,11,3,4,2,0,1
Sedgwick's Bar & Grill,https://www.tripadvisor.com/Restaurant_Review-g35805-d477748-Reviews-Sedgwick_s_Bar_Grill-Chicago_Illinois.html,2.5,[],['American'],FALSE,1,3,NA,NA,NA,NA,10,3,3,2,2,0
Ranalli's on Clark,https://www.tripadvisor.com/Restaurant_Review-g35805-d430838-Reviews-Ranalli_s_on_Clark-Chicago_Illinois.html,2.5,[],"['Italian', 'Pizza']",FALSE,375,3,NA,NA,NA,NA,14,3,3,4,1,1
Cafe Luigi,https://www.tripadvisor.com/Restaurant_Review-g35805-d464420-Reviews-Cafe_Luigi-Chicago_Illinois.html,2.5,[],"['Italian', 'Pizza']",FALSE,378,4,NA,NA,NA,NA,16,7,5,1,0,3
El Presidente Restaurante,https://www.tripadvisor.com/Restaurant_Review-g35805-d431697-Reviews-El_Presidente_Restaurante-Chicago_Illinois.html,1,[],"['Mexican', 'Latin']",FALSE,251,3,NA,NA,NA,NA,18,5,6,4,2,1
Angela's Burrito Style,https://www.tripadvisor.com/Restaurant_Review-g35805-d1048520-Reviews-Angela_s_Burrito_Style-Chicago_Illinois.html,1,[],['Mexican'],FALSE,318,3,NA,NA,NA,NA,10,4,0,5,0,1
Kincade's Bar & Grill,https://www.tripadvisor.com/Restaurant_Review-g35805-d3664821-Reviews-Kincade_s_Bar_Grill-Chicago_Illinois.html,0,[],[],FALSE,1,3,NA,NA,NA,NA,10,1,3,4,1,1
Monkey's Paw,https://www.tripadvisor.com/Restaurant_Review-g35805-d5105782-Reviews-Monkey_s_Paw-Chicago_Illinois.html,2.5,[],"['American', 'Bar', 'Pub']",FALSE,839,4,NA,NA,NA,NA,26,16,7,1,0,2
King Crab House,https://www.tripadvisor.com/Restaurant_Review-g35805-d479719-Reviews-King_Crab_House-Chicago_Illinois.html,2.5,"[29, 31]","['American', 'Seafood', 'Pub']",FALSE,844,3,4,4,3.5,3.5,81,26,15,12,6,12
